Epoch,Train_CQ,Valid_CQ
1,55.92861557006836,59.23726272583008
2,57.52077865600586,58.84823226928711
3,55.67575454711914,58.77163314819336
4,55.773284912109375,59.34446716308594
5,56.09538269042969,59.149925231933594
6,56.91072463989258,58.290611267089844
7,56.084205627441406,59.260536193847656
8,56.510005950927734,58.37036895751953
9,56.78183364868164,59.1577262878418
10,56.91326141357422,59.04701232910156
11,56.668434143066406,59.19599914550781
12,56.1799430847168,59.225257873535156
13,56.59056854248047,59.14315414428711
14,56.49668884277344,59.1536979675293
15,56.6594352722168,59.083030700683594
16,56.84331130981445,59.1964225769043
17,56.43534469604492,58.85576629638672
18,56.74243927001953,58.94074249267578
19,56.137184143066406,59.20367431640625
20,56.787723541259766,59.244564056396484
21,56.716793060302734,59.43998336791992
22,56.28236389160156,59.02561569213867
23,56.95973205566406,59.037696838378906
24,57.32374572753906,59.23092269897461
25,57.07402420043945,59.127811431884766
26,56.87288284301758,59.22060012817383
27,57.445247650146484,59.151634216308594
28,56.578208923339844,59.10728454589844
29,57.07660675048828,59.28164291381836
30,57.237403869628906,59.08141326904297
31,56.86709976196289,58.83111572265625
32,56.26421356201172,58.679588317871094
33,56.600929260253906,59.232688903808594
34,56.62549591064453,58.68350601196289
35,57.01126480102539,59.349464416503906
36,57.694068908691406,58.82788848876953
37,56.026084899902344,59.160484313964844
38,56.64624786376953,59.27302551269531
39,56.01787185668945,59.194053649902344
40,57.227508544921875,59.2671012878418
41,56.62468719482422,59.08371353149414
42,56.8331413269043,58.97360610961914
43,57.101566314697266,59.06447982788086
44,57.18095016479492,59.03803634643555
45,57.43594741821289,59.24003219604492
46,56.66197204589844,59.190589904785156
47,56.85539245605469,59.09748840332031
48,57.296043395996094,59.49175262451172
49,57.097957611083984,59.37907791137695
50,57.01377868652344,59.188838958740234
51,56.824302673339844,58.63203048706055
52,57.04893112182617,58.83951187133789
53,57.00862121582031,59.06133270263672
54,57.65543746948242,59.37019729614258
55,57.085670471191406,59.05561065673828
56,57.45934295654297,59.11848449707031
57,56.86646270751953,58.89097595214844
58,57.19905471801758,58.7791748046875
59,57.17275619506836,59.027626037597656
60,57.56144332885742,59.17710876464844
61,57.25717544555664,58.8979606628418
62,57.46335220336914,58.761802673339844
63,57.04429244995117,59.0691032409668
64,57.72502517700195,59.18667221069336
65,57.10132598876953,58.31611633300781
66,57.53306198120117,59.27553939819336
67,56.82511901855469,58.7993278503418
68,56.55091857910156,58.94938659667969
69,57.508811950683594,59.058982849121094
70,57.00928497314453,58.63919448852539
71,57.70806121826172,58.59369659423828
72,57.296512603759766,59.13821792602539
73,57.15959548950195,58.783226013183594
74,57.4017448425293,58.74859619140625
75,57.96027755737305,59.19716262817383
76,57.495460510253906,59.064125061035156
77,57.63265609741211,59.182594299316406
78,56.74653244018555,58.662696838378906
79,57.14445114135742,59.23917007446289
80,57.3035888671875,59.04541015625
81,57.63554763793945,59.270320892333984
82,57.43721389770508,58.84901809692383
83,56.6725959777832,58.96336364746094
84,57.42551040649414,59.23594665527344
85,57.77208709716797,58.91057586669922
86,57.571510314941406,58.71689224243164
87,57.663185119628906,59.07941818237305
88,58.268795013427734,59.07374572753906
89,57.645729064941406,58.694515228271484
90,57.88459396362305,58.63985824584961
91,57.38472366333008,58.2066764831543
92,57.06343460083008,58.89748764038086
93,57.712913513183594,59.08757019042969
94,57.808921813964844,59.31935119628906
95,57.51747512817383,58.25967788696289
96,57.788352966308594,59.337276458740234
97,57.49473571777344,58.73255157470703
98,58.748931884765625,58.72407531738281
99,58.411415100097656,58.879127502441406
